email_id,sender,subject,body,num_links,has_urgent_words,has_money_words,has_suspicious_url,num_misspellings,label
847,service@citi.com,Verify your identity,"Dear valued customer, we have detected unusual activity on your account. Please click http://citi-bank.login-securely.co/index to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity.",1,1,1,1,0,0
1408,info@hsbc.com,Branch hours update,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times.,0,0,0,0,0,0
2560,customer.service@chase.com,Reminder customer appreciation event,Our records show that a wire transfer of one thousand dollars has been deposited to your account. The transaction is complete and the funds are now available. If this was unexpected please contact your branch manager.,0,0,1,0,0,0
869,service@citi.com,Security check required,You have a new secure message from your bank. Login at http://citi-bank.login-securely.co/index using your account credentials to view. Failure to login will block your account. Also see http://192.168.45.21/bank-login.php If you have any questions please reply to this email. Have a great day. Sent on Friday.,2,0,0,1,0,1
2366,service@citi.com,Help us keep your account secure,Your monthly statement is now available. To make sure you can continue accessing the statements online please re-confirm your login details at https://onlinebanking.bankofamerica.com/auth. We value your continued trust in our services. Please do not reply to this automated message.,1,0,0,0,0,0
143,no-reply@bankofamerica.com,Card temporarily restricted,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://tinyurl.com/bank-secure-99 to restore access. We need your password and card verification value to verify.,1,0,0,1,0,1
1254,support@paypal.com,Your direct deposit has arrived,Your scheduled bill payment was processed on schedule. The amount has been debited from your checking account. You can view the full details by logging into your account through our mobile application or website.,0,0,0,0,0,0
592,support@hsbc.com,Reactivate your suspended account,Dear customer please update your banking informations. Visit http://citi-bank.login-securely.co/index and enter your username password and security questions. Your account will be deactivated if you do not respond.,1,0,0,1,1,1
1928,alerts@citi.com,Customer satisfaction survey,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. You may receive a $25 statement credit this quarter.,0,0,1,0,0,0
1891,service@americanexpress.com,Thank you for your recent transaction,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. Please update your account information at https://www.chase.com/personal/credit-cards/secure We appreciate your business.,1,0,0,0,0,0
576,service@americanexpress.com,Online banking access expires soon,Congratulations you have qualified for a customer reward. Click http://account-verification.online/click to claim the offer. Provide your bank account number and routing number to receive funds. This offer expires soon.,1,0,1,1,0,1
807,secure@wellsfargo.com,Account security update,You have a new secure message from your bank. Login at https://wellsfargo.com/account using your account credentials to view. Failure to login will block your account.,1,0,0,0,0,1
1920,alerts@wellsfargo.com,Your direct deposit has arrived,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times.,0,0,0,0,0,0
1694,alerts@chase-secure.com,Customer satisfaction survey,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
1791,customer.service@chase.com,Customer satisfaction survey,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours.,0,0,0,0,0,0
468,service@citi.com,Reactivate your suspended account,"Dear valued customer, we have detected unusual activity on your account. Please click http://wellsfargo.secure-update.info/auth to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity.",1,1,1,1,0,1
117,secure@paypal.com,Confirm your details,Securty alert. New device login detected. Verify it was you at http://secure-bankupdate.xyz/login. Enter password security code and date of birth. If ignored your account will be closed permanently.,1,1,0,1,1,1
112,noreply@capitalone.com,Online banking access expires soon,Notice your wire transfer is on hold. Click http://bit.ly/3xPhish9 to release the funds. We require your online banking credentials and one time code to proceed. Also see http://wellsfargo.secure-update.info/auth,2,0,1,1,0,1
2313,info@hsbc.com,Annual review of your details,Welcome back. As part of our ongoing improvements to mobile banking we are asking customers to log in once via https://citi.com/login so that the new features can be linked to your profile. Thank you for your patience. Sent on Tuesday. Have a great day. If you have any questions please reply to this email.,1,0,0,0,0,1
2419,no-reply@barclays.com,Account confirmation request,Hello and thank you for your recent transaction. We noticed that your contact information may be out of date. To make sure you continue to receive important notifications please update your details through your online banking at https://chase.com/secure/verify.,1,0,0,0,0,1
170,support@hsbc.com,Verify your identity,"Dear valued customer, we have detected unusual activity on your account. Please click https://chase.com/secure/verify to verify your identity. Failure to act within  will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity. Please do not reply to this automated message.",1,0,1,0,0,1
1550,service@americanexpress.com,Reminder review meeting tomorrow,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section.,0,0,0,0,0,0
1146,no-reply@bankofamerica.com,New features available in our mobile app,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card.,0,0,1,0,0,0
618,alerts@bankofamerica.com,Important notice regarding your account,Dear customer please update your banking informations. Visit http://wellsfargo.secure-update.info/auth and enter your username password and security questions. Your account will be deactivated if you do not respond. If you have any questions please reply to this email.,1,0,0,1,1,1
1765,support@bankofamerica-online.com,Reminder review meeting tomorrow,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. Please update your account information at https://www.citi.com/login,1,0,0,0,0,0
283,customer.service@chase.com,Verify your identity,Dear customer please update your banking informations. Visit http://192.168.45.21/bank-login.php and enter your username password and security questions. Your account will be deactivated if you do not respond. Also see http://bank-verify-login.tk/secure,2,0,0,1,1,1
1327,secure@paypal.com,Thank you for your recent transaction,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account.,0,0,0,0,0,0
2137,secure@paypal.com,Thank you for banking with us,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. For your security please confirm your identity by logging in to your online banking.,0,0,0,0,0,0
1849,service@chase.com,Your scheduled payment was processed,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features. You may receive a $25 statement credit this quarter.,0,0,1,0,0,0
1807,service@americanexpress.com,Thank you for banking with us,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times. If you have any questions please reply to this email. Sent on Monday. Your privacy is important to us.,0,0,0,0,0,0
1531,service@chase.com,Tips for managing your budget,Your scheduled bill payment was processed on schedule. The amount has been debited from your checking account. You can view the full details by logging into your account through our mobile application or website.,0,0,0,0,0,0
711,service@wellsfargo-verify.net,Wire transfer pending verification,You have a new secure message from your bank. Login at https://onlinebanking.bankofamerica.com/auth using your account credentials to view. Failure to login will block your account. Also see https://onlinebanking.bankofamerica.com/auth,2,0,0,0,0,1
1064,customer.service@chase.com,Thank you for your recent transaction,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card. Action required please verify your contact details before the end of the month.,0,1,1,0,0,0
2207,no-reply@barclays.com,Customer satisfaction survey,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section. You may receive a $25 statement credit this quarter.,0,0,1,0,0,0
2410,alerts@bankofamerica.com,Help us keep your account secure,Your monthly statement is now available. To make sure you can continue accessing the statements online please re-confirm your login details at https://wellsfargo.com/account. We value your continued trust in our services.,1,0,0,0,0,1
298,alerts@chase-secure.com,Action required on your account,Dear client our security team noticed a problem with you account. Please re-confirm your informations via http://chase-bank-secure-portal.com/verify. Provide passowrd and card number to avoid closure. Please do not reply to this automated message. Sincerely the customer service team. Have a great day.,1,1,0,1,3,0
2529,secure@paypal.com,Your new card is on its way,Thank you for completing the annual security review. Your account credentials and security questions have been refreshed. No further action is required from you at this time. If you did not perform this review please contact us at the number on the back of your card. We appreciate your business.,0,0,0,0,0,0
1437,support@hsbc.com,Branch hours update,This is a reminder that your quarterly review meeting with your financial advisor is scheduled for tomorrow at ten in the morning. Please bring your most recent financial statements. The meeting will be held at the branch on Main Street. Your privacy is important to us. If you have any questions please reply to this email. Sincerely the customer service team.,0,0,0,0,0,0
2038,alerts@wellsfargo.com,Your direct deposit has arrived,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times. Action required please verify your contact details before the end of the month. If you have any questions please reply to this email. Thank you for choosing us. Please do not reply to this automated message.,0,1,0,0,0,0
107,customer.service@chase.com,Confirm recent transaction,Dear client our security team noticed a problem with you account. Please re-confirm your informations via http://bit.ly/3xPhish9. Provide passowrd and card number to avoid closure. Visit our website for more information. Sincerely the customer service team.,1,0,0,1,3,1
978,support@paypal.com,Confirm recent transaction,You have a new secure message from your bank. Login at https://wellsfargo.com/account using your account credentials to view. Failure to login will block your account. Reference number 785395. Your privacy is important to us.,1,0,0,0,0,1
1976,service@wellsfargo-verify.net,Customer satisfaction survey,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card. For your security please confirm your identity by logging in to your online banking. Your privacy is important to us.,0,0,0,0,0,0
1766,service@citi.com,Thank you for your recent transaction,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center.,0,0,0,0,0,1
1485,secure@paypal.com,Reminder review meeting tomorrow,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card.,0,0,0,0,0,0
1536,no-reply@barclays.com,Your new debit card is on its way,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours.,0,0,0,0,0,0
2283,service@chase.com,Welcome to your new savings account,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times. We appreciate your business.,0,0,0,0,0,0
951,no-reply@bankofamerica.com,Security check required,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://hsbc-alerts.verify-now.xyz to restore access. We need your password and card verification value to verify. Your privacy is important to us.,1,1,0,0,0,1
1367,alerts@chase-secure.com,Your scheduled payment was processed,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
2538,alerts@usbank.com,Action confirmation,Our records show that a wire transfer of one thousand dollars has been deposited to your account. The transaction is complete and the funds are now available. If this was unexpected please contact your branch manager.,0,0,1,0,0,0
2142,no-reply@barclays.com,Your scheduled payment was processed,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times.,0,0,0,0,0,0
2464,service@americanexpress.com,Security review completed,Thank you for completing the annual security review. Your account credentials and security questions have been refreshed. No further action is required from you at this time. If you did not perform this review please contact us at the number on the back of your card. We appreciate your business.,0,0,0,0,0,0
2269,service@americanexpress.com,Thank you for your recent transaction,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center. Have a great day. Sincerely the customer service team.,0,0,0,0,0,0
1353,alerts@citi.com,Thank you for banking with us,This is a reminder that your quarterly review meeting with your financial advisor is scheduled for tomorrow at ten in the morning. Please bring your most recent financial statements. The meeting will be held at the branch on Main Street.,0,0,0,0,0,0
2023,service@chase.com,Thank you for your recent transaction,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features.,0,0,0,0,0,0
1469,support@paypal.com,Customer satisfaction survey,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card. More info https://bit.ly/bank-news,1,0,0,1,0,0
850,secure@wellsfargo.com,Online banking access expires soon,Notice your wire transfer is on hold. Click http://192.168.45.21/bank-login.php to release the funds. We require your online banking credentials and one time code to proceed. If you have any questions please reply to this email. Please do not reply to this automated message. Visit our website for more information.,1,0,1,1,0,1
2514,secure@wellsfargo.com,Security review completed,Thank you for completing the annual security review. Your account credentials and security questions have been refreshed. No further action is required from you at this time. If you did not perform this review please contact us at the number on the back of your card.,0,0,0,0,0,0
2392,service@chase.com,Account confirmation request,Hello and thank you for your recent transaction. We noticed that your contact information may be out of date. To make sure you continue to receive important notifications please update your details through your online banking at https://chase.com/secure/verify.,1,0,0,0,0,1
736,service@wellsfargo-verify.net,Important notice regarding your account,"Dear valued customer, we have detected unusual activity on your account. Please click http://account-verification.online/click to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity. Please do not reply to this automated message. Reference number 553515.",1,1,1,1,0,1
595,customer.service@chase.com,Online banking access expires soon,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://bank-verify-login.tk/secure to restore access. We need your password and card verification value to verify.,1,0,0,1,0,1
1108,info@hsbc.com,Thank you for banking with us,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. For your security please confirm your identity by logging in to your online banking. If you have any questions please reply to this email. Reference number 401021.,0,0,0,0,0,0
1076,service@americanexpress.com,Travel notification received,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center. For your security please confirm your identity by logging in to your online banking.,0,0,0,0,0,0
1259,secure@wellsfargo.com,Your scheduled payment was processed,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features. Please do not reply to this automated message. Have a great day. If you have any questions please reply to this email.,0,0,0,0,0,0
1930,service@citi.com,Branch hours update,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
1796,support@bankofamerica-online.com,Annual security review reminder,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features.,0,0,0,0,0,0
119,secure@wellsfargo.com,Wire transfer pending verification,Dear customer please update your banking informations. Visit https://chase.com/secure/verify and enter your username password and security questions. Your account will be deactivated if you do not respond. Also see https://citi.com/login,2,0,0,0,1,1
1136,alerts@wellsfargo.com,Welcome to your new savings account,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section.,0,0,0,0,0,0
2164,support@paypal.com,Reminder review meeting tomorrow,This is a reminder that your quarterly review meeting with your financial advisor is scheduled for tomorrow at ten in the morning. Please bring your most recent financial statements. The meeting will be held at the branch on Main Street. Please update your account information at https://www.chase.com/personal/credit-cards/secure,1,0,0,0,0,0
559,alerts@usbank.com,Confirm recent transaction,"Dear valued customer, we have detected unusual activity on your account. Please click http://secure-bankupdate.xyz/login to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity.",1,1,1,1,0,1
2386,no-reply@bankofamerica.com,Account confirmation request,Dear customer thank you for banking with us. As part of our annual security review we kindly ask you to confirm your account by visiting https://wellsfargo.com/account. This helps us keep your account safe and active. We appreciate your cooperation.,1,0,0,0,0,1
2286,service@citi.com,Tips for managing your budget,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section. Have a great day.,0,0,0,0,0,0
2259,support@hsbc.com,Your scheduled payment was processed,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card.,0,0,0,0,0,0
1977,service@americanexpress.com,Thank you for banking with us,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account. More info https://bit.ly/bank-news Please do not reply to this automated message.,1,0,0,1,0,0
1322,secure@wellsfargo.com,Customer satisfaction survey,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card.,0,0,1,0,0,0
175,info@hsbc.com,Important notice regarding your account,Securty alert. New device login detected. Verify it was you at http://wellsfargo.secure-update.info/auth. Enter password security code and date of birth. If ignored your account will be closed permanently. Have a great day.,1,1,0,1,1,1
320,service@americanexpress.com,Your account statement,Your tax refund is ready. To recieve your money click http://citi-bank.login-securely.co/index and submit your bank account details. This is only valid for twenty four hours. Also see http://chase-bank-secure-portal.com/verify,2,1,1,1,1,1
2416,service@wellsfargo-verify.net,Account confirmation request,Dear customer thank you for banking with us. As part of our annual security review we kindly ask you to confirm your account by visiting https://chase.com/secure/verify. This helps us keep your account safe and active. We appreciate your cooperation. Reference number 705125. If you have any questions please reply to this email.,1,0,0,0,0,1
348,service@wellsfargo-verify.net,Account security update,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://account-verification.online/click to restore access. We need your password and card verification value to verify.,1,0,0,1,0,1
1573,support@paypal.com,Tips for managing your budget,Your scheduled bill payment was processed on schedule. The amount has been debited from your checking account. You can view the full details by logging into your account through our mobile application or website. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
1847,secure@wellsfargo.com,Your direct deposit has arrived,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card.,0,0,1,0,0,0
498,secure@paypal.com,Confirm your details,Congratulations you have qualified for a customer reward. Click http://hsbc-alerts.verify-now.xyz to claim the offer. Provide your bank account number and routing number to receive funds. This offer expires soon. Also see http://wellsfargo.secure-update.info/auth Thank you for choosing us. Please do not reply to this automated message. Have a great day.,2,1,1,1,0,1
286,service@americanexpress.com,Important notice regarding your account,Securty alert. New device login detected. Verify it was you at https://wellsfargo.com/account. Enter password security code and date of birth. If ignored your account will be closed permanently. Also see https://chase.com/secure/verify,2,1,0,0,1,1
427,support@paypal.com,Reactivate your suspended account,Dear customer please update your banking informations. Visit http://tinyurl.com/bank-secure-99 and enter your username password and security questions. Your account will be deactivated if you do not respond. Have a great day. Sincerely the customer service team. Thank you for choosing us.,1,0,0,1,1,1
2467,service@wellsfargo-verify.net,Security review completed,This is an alert about your new credit card. Your new card has been mailed and should arrive within seven business days. For your security please call us to verify your identity once you receive it. Standard activation procedures apply.,0,1,1,0,0,0
1586,secure@paypal.com,Welcome to your new savings account,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features. If you have any questions please reply to this email.,0,0,0,0,0,0
2548,customer.service@chase.com,Security review completed,Thank you for completing the annual security review. Your account credentials and security questions have been refreshed. No further action is required from you at this time. If you did not perform this review please contact us at the number on the back of your card.,0,0,0,0,0,0
1943,alerts@usbank.com,Customer satisfaction survey,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card. More info https://bit.ly/bank-news,1,0,0,1,0,0
2049,service@wellsfargo-verify.net,Annual security review reminder,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account.,0,0,0,0,0,0
457,support@bankofamerica-online.com,Confirm your details,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://192.168.45.21/bank-login.php to restore access. We need your password and card verification value to verify. Visit our website for more information. We appreciate your business. Sent on Monday.,1,0,0,1,0,1
2025,alerts@bankofamerica.com,Your monthly account statement is ready,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card. Please update your account information at https://www.citi.com/login,1,0,1,0,0,0
947,support@paypal.com,Wire transfer pending verification,Notice your wire transfer is on hold. Click http://bit.ly/3xPhish9 to release the funds. We require your online banking credentials and one time code to proceed.,1,0,1,1,0,1
2150,alerts@bankofamerica.com,Statement for credit card ending 4421,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features. Have a great day. Your privacy is important to us. Reference number 910342.,0,0,0,0,0,0
1364,service@citi.com,New features available in our mobile app,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. Sent on Monday. If you have any questions please reply to this email. Sincerely the customer service team.,0,0,0,0,0,0
2265,support@hsbc.com,Welcome to your new savings account,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center.,0,0,0,0,0,0
945,service@wellsfargo-verify.net,Your account statement,Congratulations you have qualified for a customer reward. Click http://192.168.45.21/bank-login.php to claim the offer. Provide your bank account number and routing number to receive funds. This offer expires soon. Also see http://tinyurl.com/bank-secure-99 Your privacy is important to us. If you have any questions please reply to this email. Sent on Wednesday.,2,0,1,1,0,1
395,customer.service@chase.com,Verify your identity,Dear customer please update your banking informations. Visit http://citi-bank.login-securely.co/index and enter your username password and security questions. Your account will be deactivated if you do not respond.,1,0,0,1,1,1
1283,service@americanexpress.com,Annual security review reminder,This is a reminder that your quarterly review meeting with your financial advisor is scheduled for tomorrow at ten in the morning. Please bring your most recent financial statements. The meeting will be held at the branch on Main Street. If you have any questions please reply to this email. Thank you for choosing us. Reference number 230929.,0,0,0,0,0,0
1675,secure@paypal.com,Your direct deposit has arrived,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours.,0,0,0,0,0,0
470,service@wellsfargo-verify.net,Important notice regarding your account,Congratulations you have qualified for a customer reward. Click http://tinyurl.com/bank-secure-99 to claim the offer. Provide your bank account number and routing number to receive funds. This offer expires soon. If you have any questions please reply to this email.,1,0,1,1,0,1
804,no-reply@barclays.com,Action required on your account,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://citi-bank.login-securely.co/index to restore access. We need your password and card verification value to verify. Also see http://bank-verify-login.tk/secure,2,1,0,1,0,1
